State,T_Score,R_Score
Resting State,0.03662912241237111,0.0
Resting State,0.09989760657919393,0.0
Resting State,0.08491296559231484,0.0
Resting State,0.013319680877225858,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.06826336449578252,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.1498464098687909,0.0081954582249094
Resting State,0.1282019284432989,0.04167764221771056
Resting State,0.1548412901977506,0.0
Resting State,0.10322752679850039,0.0
Resting State,0.019979521315838786,0.0
Resting State,0.09989760657919393,0.0
Resting State,0.056608643728209895,0.0
Resting State,0.0466188830702905,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.07825312515370192,0.0
Resting State,0.018314561206185555,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.04828384317994373,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.14485152953983121,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.10988736723711333,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.02164448142549202,0.0
Resting State,0.12487200822399241,0.012739644732665548
Resting State,0.09989760657919393,0.03180362023251225
Resting State,0.18314561206185553,0.0
Resting State,0.08158304537300838,0.0
Resting State,0.15151136997844414,0.0
Resting State,0.05327872350890343,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.10655744701780687,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.11821216778537949,0.0
Resting State,0.12154208800468595,0.0
Resting State,0.13153184866260534,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.13486176888191181,0.0
Resting State,0.12154208800468595,0.0
Resting State,0.026639361754451717,0.0
Resting State,0.07991808526335514,0.01147713474630118
Resting State,0.07325824482474222,0.05056585452371468
Resting State,0.03662912241237111,0.0
Resting State,0.051613763399250195,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.07492320493439544,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.11987712789503271,0.0
Resting State,0.058273603837863126,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.05327872350890343,0.0
Resting State,0.10822240712746009,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.07325824482474222,0.0
Resting State,0.0882428858116213,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.0982326464695407,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.056608643728209895,0.009446453486298908
Resting State,0.07325824482474222,0.07235019954125142
Resting State,0.016649601096532324,0.0
Resting State,0.07825312515370192,0.0
Resting State,0.12154208800468595,0.0
Resting State,0.16816097107497646,0.0
Resting State,0.08990784592127454,0.0
Resting State,0.07991808526335514,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.14485152953983121,0.0
Resting State,0.05327872350890343,0.0
Resting State,0.1282019284432989,0.0
Resting State,0.11654720767572625,0.0
Resting State,0.10489248690815363,0.0
Resting State,0.11987712789503271,0.0
Resting State,0.049948803289596964,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.03496416230271788,0.007096171628772886
Resting State,0.056608643728209895,0.031348103575536565
Resting State,0.10322752679850039,0.0
Resting State,0.09656768635988747,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.09989760657919393,0.0
Resting State,0.013319680877225858,0.0
Resting State,0.04495392296063727,0.0
Resting State,0.061603524057169595,0.0
Resting State,0.013319680877225858,0.0
Resting State,0.061603524057169595,0.0
Resting State,0.08657792570196808,0.0
Resting State,0.14152160932052474,0.0
Resting State,0.10655744701780687,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.07991808526335514,0.0
Resting State,0.10988736723711333,0.0
Resting State,0.09656768635988747,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.11654720767572625,0.0
Resting State,0.10822240712746009,0.008920669672554952
Resting State,0.06326848416682282,0.0
Resting State,0.019979521315838786,0.0
Resting State,0.13153184866260534,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.13652672899156504,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.11488224756607303,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.10822240712746009,0.0
Resting State,0.09989760657919393,0.0
Resting State,0.10988736723711333,0.0
Resting State,0.0832480054826616,0.0
Resting State,0.051613763399250195,0.0
Resting State,0.01498464098687909,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.06826336449578252,0.0
Resting State,0.03662912241237111,0.007825895374914068
Resting State,0.03662912241237111,0.027897025182608767
Resting State,0.03829408252202434,0.0
Resting State,0.051613763399250195,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.08657792570196808,0.0
Resting State,0.07825312515370192,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.10822240712746009,0.0
Resting State,0.10322752679850039,0.0
Resting State,0.0832480054826616,0.0
Resting State,0.03662912241237111,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.051613763399250195,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.061603524057169595,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.05327872350890343,0.0
Resting State,0.1282019284432989,0.012739644732665686
Resting State,0.11155232734676655,0.10356817389100836
Resting State,0.02996928197375818,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.058273603837863126,0.0
Resting State,0.07325824482474222,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.19979521315838786,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.06326848416682282,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.15817121041705706,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.1548412901977506,0.0
Resting State,0.1331968087722586,0.0
Resting State,0.056608643728209895,0.0
Resting State,0.10489248690815363,0.0
Resting State,0.026639361754451717,0.0
Resting State,0.03662912241237111,0.007096171628772872
Resting State,0.03329920219306465,0.02752375941697007
Resting State,0.01498464098687909,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.0832480054826616,0.0
Resting State,0.051613763399250195,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.04828384317994373,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.09656768635988747,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.056608643728209895,0.0
Resting State,0.0832480054826616,0.0
Resting State,0.03995904263167757,0.0
Resting State,0.08491296559231484,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.07325824482474222,0.0
Resting State,0.07658816504404868,0.0
Resting State,0.06493344427647606,0.007600549512878228
Resting State,0.08491296559231484,0.030779092238311608
Resting State,0.11821216778537949,0.0
Resting State,0.0466188830702905,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.04828384317994373,0.0
Resting State,0.016649601096532324,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.1814806519522023,2.220446049250313e-16
Resting State,0.03662912241237111,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.09989760657919393,0.0
Resting State,0.09157280603092777,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.13652672899156504,0.0
Resting State,0.0882428858116213,0.0
Resting State,0.061603524057169595,0.0
Resting State,0.07492320493439544,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.07492320493439544,0.0
Resting State,0.093237766140581,0.009261788473487739
Resting State,0.08657792570196808,0.05361238489937792
Resting State,0.06826336449578252,0.0
Resting State,0.05993856394751636,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.054943683618556664,0.0
Resting State,0.03829408252202434,0.0
Resting State,0.058273603837863126,0.0
Resting State,0.01498464098687909,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.028304321864104948,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.11987712789503271,0.0
Resting State,0.056608643728209895,0.0
Resting State,0.02996928197375818,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.186475532281162,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.16982593118462969,0.0
Resting State,0.03329920219306465,0.0
Resting State,0.058273603837863126,0.007825895374914096
Resting State,0.11654720767572625,0.02212321892250237
Resting State,0.024974401644798482,0.0
Resting State,0.0882428858116213,0.0
Resting State,0.03163424208341141,0.0
Resting State,0.0416240027413308,0.0
Resting State,0.03496416230271788,0.0
Resting State,0.1548412901977506,0.009446453486298533
Active State,0.08491296559231484,0.0
Active State,0.12653696833364564,0.0
Active State,0.03496416230271788,0.0
Active State,0.07159328471508898,0.0
Active State,0.03329920219306465,0.0
Active State,0.056608643728209895,0.0
Active State,0.03662912241237111,0.0
Active State,0.04328896285098404,0.0
Active State,0.03662912241237111,0.0
Active State,0.11987712789503271,0.0
Active State,0.12653696833364564,0.0
Active State,0.03496416230271788,0.0
Active State,0.0466188830702905,0.0
Active State,0.04828384317994373,0.0
Active State,0.0416240027413308,0.0
Active State,0.03496416230271788,0.0
Active State,0.061603524057169595,0.05411913161238383
Active State,0.049948803289596964,0.0699236089213259
Active State,0.0832480054826616,0.0
Active State,0.03496416230271788,0.0
Active State,0.061603524057169595,0.0
Active State,0.1498464098687909,0.0
Active State,0.054943683618556664,0.0
Active State,0.03662912241237111,0.0
Active State,0.13652672899156504,0.0
Active State,0.061603524057169595,0.0
Active State,0.051613763399250195,0.0
Active State,0.0416240027413308,0.0
Active State,0.056608643728209895,0.0
Active State,0.04495392296063727,0.0
Active State,0.03163424208341141,0.0
Active State,0.05993856394751636,0.0
Active State,0.08158304537300838,0.0
Active State,0.11155232734676655,0.0
Active State,0.03829408252202434,0.0
Active State,0.03329920219306465,0.0
Active State,0.058273603837863126,0.0
Active State,0.02330944153514525,0.024310685165890446
Active State,0.02330944153514525,0.0
Active State,0.061603524057169595,0.0
Active State,0.03829408252202434,0.0
Active State,0.07991808526335514,0.0
Active State,0.03329920219306465,0.0
Active State,0.07159328471508898,0.0
Active State,0.15817121041705706,0.0
Active State,0.016649601096532324,0.0
Active State,0.09989760657919393,0.0
Active State,0.0982326464695407,0.0
Active State,0.054943683618556664,0.0
Active State,0.12154208800468595,0.0
Active State,0.10822240712746009,0.0
Active State,0.058273603837863126,0.0
Active State,0.13819168910121826,0.0
Active State,0.049948803289596964,0.0
Active State,0.08990784592127454,0.0
Active State,0.058273603837863126,0.0
Active State,0.049948803289596964,0.0
Active State,0.07825312515370192,0.0
Active State,0.03163424208341141,0.0
Active State,0.07991808526335514,0.0
Active State,0.024974401644798482,0.029392512930107785
Active State,0.10322752679850039,0.0
Active State,0.049948803289596964,0.0
Active State,0.054943683618556664,0.0
Active State,0.11155232734676655,0.0
Active State,0.11488224756607303,0.0
Active State,0.03995904263167757,0.0
Active State,0.03829408252202434,0.0
Active State,0.09157280603092777,0.0
Active State,0.09989760657919393,0.0
Active State,0.08491296559231484,0.0
Active State,0.013319680877225858,0.0
Active State,0.12154208800468595,0.0
Active State,0.056608643728209895,0.0
Active State,0.04828384317994373,0.0
Active State,0.04828384317994373,0.0
Active State,0.05327872350890343,0.0
Active State,0.02996928197375818,0.0
Active State,0.03163424208341141,0.0
Active State,0.06326848416682282,0.0
Active State,0.05327872350890343,0.046857644600479184
Active State,0.054943683618556664,0.0
Active State,0.03163424208341141,0.0
Active State,0.0882428858116213,0.0
Active State,0.093237766140581,0.0
Active State,0.03163424208341141,0.0
Active State,0.16982593118462969,0.0
Active State,0.02330944153514525,0.0
Active State,0.054943683618556664,0.0
Active State,0.11821216778537949,0.0
Active State,0.0832480054826616,0.0
Active State,0.03662912241237111,0.0
Active State,0.12653696833364564,0.0
Active State,0.019979521315838786,0.0
Active State,0.09656768635988747,0.0
Active State,0.0416240027413308,0.0
Active State,0.013319680877225858,0.0
Active State,0.03662912241237111,0.0
Active State,0.03496416230271788,0.0
Active State,0.09656768635988747,0.0
Active State,0.03995904263167757,0.030239603879537443
Active State,0.03662912241237111,0.0
Active State,0.024974401644798482,0.0
Active State,0.051613763399250195,0.0
Active State,0.07825312515370192,0.0
Active State,0.026639361754451717,0.0
Active State,0.03829408252202434,0.0
Active State,0.14485152953983121,0.0
Active State,0.056608643728209895,0.0
Active State,0.03662912241237111,0.0
Active State,0.04828384317994373,0.0
Active State,0.08657792570196808,0.0
Active State,0.08657792570196808,0.0
Active State,0.03496416230271788,0.0
Active State,0.03829408252202434,0.0
Active State,0.054943683618556664,0.0
Active State,0.05327872350890343,0.0
Active State,0.10655744701780687,0.0
Active State,0.028304321864104948,0.0
Active State,0.051613763399250195,0.0
Active State,0.03163424208341141,0.0785402111996157
Active State,0.03163424208341141,0.0
Active State,0.10655744701780687,0.0
Active State,0.09989760657919393,0.0
Active State,0.07325824482474222,0.0
Active State,0.04328896285098404,0.0
Active State,0.051613763399250195,0.0
Active State,0.056608643728209895,0.0
Active State,0.05327872350890343,0.0
Active State,0.049948803289596964,0.0
Active State,0.04328896285098404,0.0
Active State,0.07325824482474222,0.0
Active State,0.03829408252202434,0.0
Active State,0.056608643728209895,0.0
Active State,0.051613763399250195,0.0
Active State,0.06992832460543576,0.0
Active State,0.054943683618556664,0.0
Active State,0.18314561206185553,0.0
Active State,0.08491296559231484,0.0
Active State,0.04828384317994373,0.0
Active State,0.03662912241237111,0.0
Active State,0.07658816504404868,0.0
Active State,0.03163424208341141,0.0
Active State,0.08491296559231484,0.07235019954125119
Active State,0.07492320493439544,0.09143648606726121
Active State,0.01498464098687909,0.0
Active State,0.13819168910121826,0.0
Active State,0.11488224756607303,0.0
Active State,0.049948803289596964,0.0
Active State,0.09989760657919393,0.0
Active State,0.03329920219306465,0.0
Active State,0.054943683618556664,0.0
Active State,0.03662912241237111,0.0
Active State,0.054943683618556664,0.0
Active State,0.058273603837863126,0.0
Active State,0.07159328471508898,0.0
Active State,0.14152160932052474,0.0
Active State,0.08158304537300838,0.0
Active State,0.04495392296063727,0.0
Active State,0.05993856394751636,0.0
Active State,0.056608643728209895,0.0
Active State,0.028304321864104948,0.0
Active State,0.03662912241237111,0.0
Active State,0.10489248690815363,0.03464394515427895
Active State,0.054943683618556664,0.03368089387195582
Active State,0.17815073173289583,0.0
Active State,0.0832480054826616,0.0
Active State,0.056608643728209895,0.0
Active State,0.0665984043861293,0.0
Active State,0.03829408252202434,0.0
Active State,0.04328896285098404,0.0
Active State,0.06493344427647606,0.0
Active State,0.1331968087722586,0.0
Active State,0.013319680877225858,0.0
Active State,0.12154208800468595,0.0
Active State,0.12487200822399241,0.0
Active State,0.0665984043861293,0.0
Active State,0.10489248690815363,0.0
Active State,0.061603524057169595,0.0
Active State,0.1664960109653232,0.0
Active State,0.07991808526335514,0.0
Active State,0.09157280603092777,0.0
Active State,0.03496416230271788,0.0
Active State,0.0665984043861293,0.0
Active State,0.16982593118462969,0.039488685198982444
Active State,0.1714908912942829,0.05860742908638424
Active State,0.019979521315838786,0.0
Active State,0.056608643728209895,0.0
Active State,0.03662912241237111,0.0
Active State,0.02996928197375818,0.0
Active State,0.10988736723711333,0.0
Active State,0.11821216778537949,0.0
Active State,0.04328896285098404,0.0
Active State,0.18481057217150879,0.0
Active State,0.07492320493439544,0.0
Active State,0.1331968087722586,0.0
Active State,0.03662912241237111,0.0
Active State,0.08491296559231484,0.0
Active State,0.07991808526335514,0.0
Active State,0.058273603837863126,0.0
Active State,0.06826336449578252,0.0
Active State,0.0466188830702905,0.0
Active State,0.07825312515370192,0.0
Active State,0.02996928197375818,0.0
Active State,0.056608643728209895,0.04100797165253506
Active State,0.05327872350890343,0.0
Active State,0.08990784592127454,0.0
Active State,0.03163424208341141,0.0
Active State,0.04495392296063727,0.0
Active State,0.0466188830702905,0.0
Active State,0.04828384317994373,0.0
Active State,0.04328896285098404,0.0
Active State,0.10988736723711333,0.0
Active State,0.06493344427647606,0.0
Active State,0.0416240027413308,0.0
Active State,0.03995904263167757,0.0
Active State,0.056608643728209895,0.0
Active State,0.03496416230271788,0.0
Active State,0.03829408252202434,0.0
Active State,0.02330944153514525,0.0
Active State,0.03496416230271788,0.0
Active State,0.03995904263167757,0.0
Active State,0.028304321864104948,0.0
Active State,0.056608643728209895,0.0
Active State,0.02996928197375818,0.0
Active State,0.04328896285098404,0.0
Active State,0.12320704811433919,0.09432004201843744
Active State,0.06326848416682282,0.07197511247485709
Active State,0.051613763399250195,0.0
Active State,0.07991808526335514,0.0
Active State,0.03662912241237111,0.0
Active State,0.0466188830702905,0.0
Active State,0.03496416230271788,0.0
Active State,0.05993856394751636,0.0
Active State,0.13652672899156504,0.0
Active State,0.13652672899156504,0.0
Active State,0.03829408252202434,0.0
Active State,0.05327872350890343,0.0
Active State,0.04328896285098404,0.0
Active State,0.12653696833364564,0.0
Active State,0.03163424208341141,0.0
Active State,0.07825312515370192,0.0
Active State,0.12487200822399241,0.0
Active State,0.051613763399250195,0.0
Active State,0.03995904263167757,0.0
Active State,0.01498464098687909,0.0
Active State,0.03995904263167757,0.0
Active State,0.03163424208341141,0.02098687353069214
Active State,0.03329920219306465,0.0
Active State,0.14152160932052474,0.0
Active State,0.1498464098687909,0.0
Active State,0.04828384317994373,0.0
Active State,0.02996928197375818,0.0
Active State,0.054943683618556664,0.0
Active State,0.08158304537300838,0.0
Active State,0.07325824482474222,0.0
Active State,0.03329920219306465,0.0
Active State,0.03496416230271788,0.0
Active State,0.14818144975913766,0.0
Active State,0.03829408252202434,0.0
Active State,0.03829408252202434,0.0
Active State,0.08158304537300838,0.0
Active State,0.04828384317994373,0.0
Active State,0.03329920219306465,0.0
Active State,0.054943683618556664,0.0
Active State,0.15151136997844414,0.0
Active State,0.07825312515370192,0.0
Active State,0.03496416230271788,0.037503382059482115
Active State,0.10988736723711333,0.0
Active State,0.03496416230271788,0.0
Active State,0.11654720767572625,0.0
Active State,0.04495392296063727,0.0
Active State,0.051613763399250195,0.0
Active State,0.016649601096532324,0.0
Active State,0.054943683618556664,0.0
Active State,0.11987712789503271,0.0
Active State,0.051613763399250195,0.0
Active State,0.03662912241237111,0.0
Active State,0.06992832460543576,0.0
Active State,0.0832480054826616,0.0
Active State,0.056608643728209895,0.0
Active State,0.03829408252202434,0.0
Active State,0.058273603837863126,0.0
Active State,0.07492320493439544,0.0
Active State,0.08657792570196808,0.0
Active State,0.02996928197375818,0.0
Active State,0.06992832460543576,0.0
Active State,0.09157280603092777,0.0
Active State,0.0416240027413308,0.03669745859998503
Active State,0.10655744701780687,0.0
Active State,0.02996928197375818,0.0
Active State,0.03662912241237111,0.0
Active State,0.03163424208341141,0.0
Active State,0.03995904263167757,0.0
Active State,0.03496416230271788,0.0
Active State,0.0416240027413308,0.0
Active State,0.04328896285098404,0.0
Active State,0.03829408252202434,0.0
Active State,0.051613763399250195,0.0
Active State,0.06493344427647606,0.0
Active State,0.03496416230271788,0.0
Active State,0.0466188830702905,0.0
Active State,0.12653696833364564,0.0
Active State,0.06326848416682282,0.0
Active State,0.11654720767572625,0.0
Active State,0.03163424208341141,0.0
Active State,0.03329920219306465,0.0
Active State,0.14818144975913766,0.0
Active State,0.03163424208341141,0.0
Active State,0.06326848416682282,0.0
Active State,0.03329920219306465,0.0
Active State,0.05327872350890343,0.0
Active State,0.018314561206185555,0.02985864660422985
Active State,0.018314561206185555,0.0
Active State,0.08491296559231484,0.0
Active State,0.016649601096532324,0.0
Active State,0.03662912241237111,0.0
Active State,0.17482081151358939,0.0
Active State,0.04495392296063727,0.0
Active State,0.11488224756607303,0.06317050608194796
