State,T_Score,R_Score
Resting State,0.03329920219306465,0.0
Resting State,0.03496416230271788,0.005065736936126778
Resting State,0.12653696833364564,0.011935102607083659
Resting State,0.15317633008809736,0.02964332616966683
Resting State,0.16483105085566999,0.0
Resting State,0.06326848416682282,0.00408282445673896
Resting State,0.058273603837863126,0.014938786614396866
Resting State,0.05327872350890343,0.014710540293342714
Resting State,0.05327872350890343,0.0
Resting State,0.0882428858116213,0.0041153977121547395
Resting State,0.1282019284432989,0.020633430345895935
Resting State,0.07159328471508898,0.026293084373974818
Resting State,0.051613763399250195,0.0
Resting State,0.056608643728209895,0.0037880403023697953
Resting State,0.07492320493439544,0.018045426190126734
Resting State,0.05993856394751636,0.011107036816092392
Resting State,0.056608643728209895,0.021272744446311734
Resting State,0.08158304537300838,0.02202175664392684
Resting State,0.10489248690815363,0.002301437168828786
Resting State,0.10489248690815363,0.020065967736869895
Resting State,0.2430841760093719,0.037068773076758016
Resting State,0.13652672899156504,0.0
Resting State,0.1598361705267103,0.0032023140683008506
Resting State,0.09157280603092777,0.02470702235388198
Resting State,0.04495392296063727,0.023188723529936006
Resting State,0.27138849787347685,0.0
Resting State,0.14318656943017796,0.003683365431433029
Resting State,0.061603524057169595,0.022508854649539202
Resting State,0.2763833782024365,0.013802959742643475
Resting State,0.03829408252202434,0.0
Resting State,0.03496416230271788,0.003382615543428464
Resting State,0.056608643728209895,0.009643084531885796
Resting State,0.03662912241237111,0.020180566760596076
Resting State,0.061603524057169595,0.0
Resting State,0.12986688855295211,0.003734878484880095
Resting State,0.056608643728209895,0.009830517483151873
Resting State,0.1498464098687909,0.014612748568625874
Resting State,0.09490272625023424,0.026053431705178404
Resting State,0.06493344427647606,0.025616269666303218
Resting State,0.061603524057169595,0.006435157094196415
Resting State,0.054943683618556664,0.034931004370151314
Resting State,0.05993856394751636,0.030068361607624747
Resting State,0.058273603837863126,0.0
Resting State,0.03829408252202434,0.005973785925467021
Resting State,0.0466188830702905,0.03710445146621059
Resting State,0.1598361705267103,0.03771908224103984
Resting State,0.06493344427647606,0.0
Resting State,0.09989760657919393,0.006077674220842044
Resting State,0.10655744701780687,0.01135863905165454
Resting State,0.12653696833364564,0.012598766041433099
Resting State,0.186475532281162,0.0
Resting State,0.09490272625023424,0.003469493026803579
Resting State,0.10489248690815363,0.015243865902172778
Resting State,0.18481057217150879,0.010091291679158971
Resting State,0.24141921589971868,0.0
Resting State,0.19480033282942816,0.0035377693040329426
Resting State,0.10988736723711333,0.020659208258859228
Resting State,0.15650625030740384,0.016738145668078838
Resting State,0.17981569184254909,0.0
Resting State,0.1498464098687909,0.004148622518710912
Resting State,0.18814049239081523,0.021470750246893953
Resting State,0.2014601732680411,0.019277764176723486
Resting State,0.03163424208341141,0.013660152087512305
Resting State,0.051613763399250195,0.0
Resting State,0.03496416230271788,0.0035611662687248663
Resting State,0.0466188830702905,0.01743799767710721
Resting State,0.13985664921087151,0.022175632050345236
Resting State,0.03496416230271788,0.0
Resting State,0.03662912241237111,0.0036833654314334177
Resting State,0.0466188830702905,0.021819497683493578
Resting State,0.14485152953983121,0.031352566357125945
Resting State,0.18814049239081523,0.0
Resting State,0.28803809897000915,0.006188498369320412
Resting State,0.13153184866260534,0.009021823513822818
Resting State,0.05327872350890343,0.012604211982385897
Resting State,0.04828384317994373,0.0
Resting State,0.05327872350890343,0.0053862150469602965
Resting State,0.058273603837863126,0.01598192455016638
Resting State,0.03829408252202434,0.0189317093149169
Resting State,0.03995904263167757,0.0032602669790894843
Resting State,0.16483105085566999,0.0176157239501733
Resting State,0.21311489403561373,0.017572441647331037
Resting State,0.1282019284432989,0.02274674656452203
Resting State,0.13652672899156504,0.02665045777526423
Resting State,0.03662912241237111,0.0
Resting State,0.08657792570196808,0.003491941406934403
Resting State,0.18980545250046849,0.024942113702774098
Resting State,0.21644481425492018,0.037370493520818705
Resting State,0.03163424208341141,0.0
Resting State,0.06992832460543576,0.003658195838537978
Resting State,0.03662912241237111,0.004496246993994762
Resting State,0.03662912241237111,0.009218409200225732
Resting State,0.03496416230271788,0.0
Resting State,0.04495392296063727,0.003928901719018748
Resting State,0.0416240027413308,0.015279072768450861
Resting State,0.054943683618556664,0.026408783020740213
Resting State,0.049948803289596964,0.0
Resting State,0.18314561206185553,0.002907380671782386
Resting State,0.04828384317994373,0.012819300601576425
Resting State,0.03329920219306465,0.034849165687101565
Resting State,0.04328896285098404,0.06060599910458028
Resting State,0.03829408252202434,0.061082235191067355
Resting State,0.03829408252202434,0.00630725158245303
Resting State,0.15151136997844414,0.03353774887019104
Resting State,0.056608643728209895,0.01715388587571791
Resting State,0.0982326464695407,0.0
Resting State,0.0416240027413308,0.004748342367226233
Resting State,0.0466188830702905,0.032824600633645874
Resting State,0.0882428858116213,0.013564889656946823
Resting State,0.06493344427647606,0.0
Resting State,0.0416240027413308,0.003221407932065344
Resting State,0.058273603837863126,0.015244301377865265
Resting State,0.12487200822399241,0.017675457136300258
Resting State,0.2380892956804122,0.0
Resting State,0.16816097107497646,0.00752261161500279
Resting State,0.0416240027413308,0.01989873154652322
Resting State,0.04328896285098404,0.019845188959155245
Resting State,0.061603524057169595,0.0
Resting State,0.23142945524179928,0.004115397712154601
Resting State,0.056608643728209895,0.007819784134829717
Resting State,0.054943683618556664,0.01214321962596945
Resting State,0.058273603837863126,0.010771236070660866
Resting State,0.03829408252202434,0.0
Resting State,0.04495392296063727,0.003537769304032797
Resting State,0.058273603837863126,0.022423040324682987
Resting State,0.03496416230271788,0.01611355747125583
Resting State,0.03662912241237111,0.0
Resting State,0.04495392296063727,0.00392890171901873
Resting State,0.054943683618556664,0.02923691937168938
Resting State,0.1498464098687909,0.02965462396781301
Resting State,0.08158304537300838,0.0
Resting State,0.08657792570196808,0.003240723827451098
Resting State,0.056608643728209895,0.012869911971980329
Resting State,0.0416240027413308,0.015743082445376172
Resting State,0.08158304537300838,0.0
Resting State,0.0832480054826616,0.003928901719019348
Resting State,0.13153184866260534,0.010642964791930712
Resting State,0.08491296559231484,0.020164113021954012
Resting State,0.061603524057169595,0.0
Resting State,0.0665984043861293,0.004182525475761629
Resting State,0.04828384317994373,0.01478552915205162
Resting State,0.04328896285098404,0.016963211507400537
Resting State,0.03662912241237111,0.0
Resting State,0.028304321864104948,0.0036334019393185583
Resting State,0.054943683618556664,0.022995104804533102
Resting State,0.07492320493439544,0.022010246318317443
Resting State,0.07658816504404868,0.02744621205430261
Resting State,0.05327872350890343,0.0
Resting State,0.13486176888191181,0.0035611662687248524
Resting State,0.07492320493439544,0.02683681631146309
Resting State,0.12320704811433919,0.016933395118889607
Resting State,0.07492320493439544,0.0
Resting State,0.04828384317994373,0.004252480694976586
Resting State,0.03829408252202434,0.021369464507294905
Resting State,0.0466188830702905,0.019115439346043896
Resting State,0.05993856394751636,0.0
Resting State,0.19313537271977493,0.0032602669790890507
Resting State,0.1498464098687909,0.02319538517280976
Resting State,0.19480033282942816,0.012915555507685587
Resting State,0.12653696833364564,0.0
Resting State,0.15151136997844414,0.005186613001149365
Resting State,0.054943683618556664,0.012327651853675185
Resting State,0.04828384317994373,0.011996870378133781
Resting State,0.0416240027413308,0.0038429599291726763
Resting State,0.049948803289596964,0.01973085716262135
Resting State,0.093237766140581,0.02130927805346885
Resting State,0.2564038568865978,0.03117894762154874
Resting State,0.058273603837863126,0.017932301440392085
Resting State,0.0416240027413308,0.0
Resting State,0.093237766140581,0.00425248069497673
